“小老板们可不舍得用” 这句话疑似人群歧视，所带来的影响不好，予以“普通”评价,3
一般,0
一般吧，,0
个别言论低俗,2
部分内容低俗,2
个别评论低俗,2
评论区部分低俗评论，给女性画上符号。,2
不合适,2
部分评论极不友善，尤其是叫至络的，另外多句嘴，什么叫做视频导致评论区低俗？性感无罪，思想龌龊管不住嘴而已,3
低俗评论多,2
和视频内容搭配看 评论还行。。,2
建议直接删除视频。,0
本评论区并没有过激言论，污言秽语,2
部分略显低俗,2
低俗，不合适,2
不合适,2
有的评论已经是到了让女生看了生气的程度了,3
评论低俗恶臭,2
视频质量高 弹幕评论正常,0
怎么全是这种视频，这种视频评论区不都是这种低俗评论，佛了,2
正常,2
擦边球视频出现擦边球评论，虽然低俗，但也是导向决定的，太合理了,3
视频低俗，评论区也存在低俗言论,2
视频内容良好，评论区有几条擦边疑似引战言论，建议删除,2
评论区的sp言论，给爷看笑了。现在开黄腔这么隐蔽吗,2
，,-6
结合视频内容，除了一些擦边评论（类似满朝文武的），其他没什么,2
大多数评论含有低俗言论，建议删除。,2
只能说评论区氛围和视频内容很融洽。。。。。,4
还可以,2
视频问题，评论区根本不可能有太好的气氛,2
擦边球视频下面有低俗评论，司空见惯了,3
一般吧,2
软色情视频有些评论低俗,4
鉴于视频内容，一般般吧(?￣▽￣)? 我很认同,2
一般般叭,2
正常,2
一般,2
一般般吧,2
一般般，很平常,2
正常发表观点,2
不感兴趣,0
正常,2
正常讨论,2
一般,2
内容一般，结合视频来看一般般,2
和谐氛围,2
鉴于视频内容，一般般吧(?￣▽￣)?,2
评论区正常,2
有点一般,2
敏感词汇,2
容易引起歧义,2
容易误会,2
人身攻击嫌疑,2
谋杀两个字不适合出现在这个视频,2
谋杀这两个字不适合,2
正常玩梗，没有引起歧义,2
内容容易引起误会，与视频内容关联性不强,2
容易误会,2
还可以，但可能会引起他人的误会,2
玩梗失败？,2
容易引起误会,2
和视频内容有关，但是用词不当,3
一般般，有点过激了,2
弹幕意思表达不明确。和视频内容不相关，容易引起误会,2
容易引起他人误会。,2
一般,2
正常,0
正常玩梗,2
没看懂,2
正常,0
一般,0
我有点没看懂这个评论。无法判断,2
一般吧，虽然是适当调侃，但是很容易造成误会,3
适当调侃,2
一般,0
合适的调侃，蛮好笑的,2
调侃吧，但尽量别吧，会有点误会,2
正常调侃,2
吐槽尺度还算正常，只是有点读不懂,2
正常调侃,2
这个评论有点拗口，但是确实是不合适的，只能说这个人可能性格没那么开朗,2
一般般吧,0
本意应该是调侃，表达问题。给一般,2
视频中只是表现两人的考虑对方感受，这个评论有点过激了,2
正常吐槽,2
本身语气像调侃但用词模棱两可,2
和视频内容相关,2
较过的评论,2
虽然知道是想表达，视频内容很好笑（比如笑”死“了）。但是这表达方式有点过激,2
评论人想表达的意思应该是刻意的表达方式会让人十分尴尬，但评论区是公共场合，还是得考虑一下影响的,2
正常调侃,2
一半一半吧,0
稍微过激点的调侃,2
少了个狗头,2
打比方有点极端而已，不过度,2
无违规,0
调侃还算正常吧,2
属于一般范畴之内，稍微夸张一点的调侃,2
无意义,2
没有实际意义，属于说话的正常发言,2
没啥意义的评论。。,2
这种话题……有点血腥吧……不知道是不是什么梗，但是这种类比还是不太好。,0
正常,0
虽然无违规，但是感觉有些无意义，一般吧,2
玩梗调侃，正常,2
适当玩梗,2
有点擦边球,3
略微有些问题,2
有点擦边,2
部分擦边球,2
有点擦边，不过还算正常,2
有些评论发表不当，其他还好,2
毕竟视频在擦边,2
正常,2
有些擦边球,2
正常,2
不能算好，不算太差，有些评论不好风气,3
马马虎虎,2
正常,2
弹幕氛围还行,2
适度玩梗，评论氛围一般,2
大部分都是正常评论或者称赞,2
风气中等,2
氛围还算好,2
适度玩梗 以及符合视频内容 还行,2
有点外貌羞辱，总体一般,2
还行，评论区大部分正常,2
还可,2
还行吧，没啥大问题。,2
还好 氛围不错,2
esu,2
有点擦边球,2
有些擦边评论，氛围不太好,2
有一条低俗评论,2
第七条评论有可能是低俗言论,2
视频微微擦边，有一点涩涩的评论,2
视频擦边评论有点总体还行,2
没有不良用词和引战发言，有部分擦边评论，但考虑视频内容，仍属于玩梗范围内，并没有用力过度，判定普通,2
有较多恶意性骚扰内容，对视频内创作者极不尊重,2
视频擦边 评论相对正常,2
一楼四楼存在不合适言论，无明显争执，整体还行,2
正常，有瑟瑟但无恶意,2
正常,2
正常，有涩涩,2
虽然有在玩梗，但整体还是较和谐的，没有辱骂争执之类的,2
正常,2
氛围不错,2
正常,2
挺好的,2
有些略微‘涩涩’的弹幕，但是并无人身攻击或者语言污浊不堪弹幕，故评价普通,4
好的弹幕氛围，整体很和谐。有的是在玩梗,2
有低俗评论,2
个别评论不合时宜,2
只能说普通吧，有些话虽然都知道是玩笑，但是看着很不舒服呀,2
正常评论,2
有部分评论有攻击性,2
个别低俗，但大部分都挺好的,2
正常讨论视频内容,2
个别低俗,2
除了一条评论开玩笑不太恰当以外，总体评论氛围都还行,2
正常表达观点，没有过激语言,2
玩笑不太恰当 氛围一般,2
都已经清过了，就剩下个理中客有点隔应,2
正常,2
部分低俗评论,2
低俗,2
有低俗评论,2
有低俗评论,2
有人企图用狗头将低俗评论蒙混过关，其他的还好,2
有低俗评论,2
有人身攻击,2
个别低俗,2
一些评论对up有攻击性，开玩笑也要适度,2
对于这种视频个人不会去看，柔术看了一直觉得不舒服，评论区某部内容存在言语攻击。,2
部分评论存在攻击现象,2
部分言论低俗，但言论总体来看未发现不良后续，建议后续观察,2
原视频是柔术表演，部分评论有玩梗过度的情况，但目前评论无明显争吵和过于低俗的情况，可以观察下后续发展,2
有部分攻击语言,2
部分评论违规,2
有些评论过于低俗,2
正常评论，表达支持和感叹,2
有些评估攻击性很强，建议删除。,2
对视频内容发表自己的看法 部分发言存在低俗的歧义 不好判断,2
个别发言比较有攻击性,2
评论区非常活跃，不错！,2
有些语言有攻击性,2
还行，挺正常,2
部分评论有攻击行为,2
部分评论口无遮拦,2
有些言论不太好，建议删除，其他的还行。,2
正常,2
有些评论不太礼貌,2
有引战评论,2
有人引战,2
整体就事论事，但有部分评论自我意识过剩,2
部分评论引战，氛围不是很好,2
氛围差，引战评论,2
就不要争论不休关于和素颜和解这种东西，这是一种趋势，也是流量，人家在吃流量，你在送流量 ps:我只爱看帅哥,2
中规中矩,2
整体来说还可以，但是有部分评论和楼中楼引战,2
部分评论很极端，氛围不太好,2
整体来说普通有部分不太好的发言,2
总体较好，有楼层争吵,2
楼中楼有吵起来的，不是很好,2
评论区很和谐，也很有趣,2
评论区三观正的还是挺多的,2
正常讨论,2
评论区有疑似低俗评论,2
本身视频的观点是非常正能量的，但是评论区有些评论又显得过于极端化,2
正常讨论。 有些评论直观看上去似乎是不友好，但是正是在思考视频内容提出的“和素颜和解”这类视频主题是否妥当时引发的正常讨论。 不友好也不是针对视频内容本身，而是对制造女性容貌身材焦虑的群体正常发声。,2
一般,2
氛围很好,2
就一般,2
一般,2
题材不喜欢。评论区看着也不舒服,2
部分评论有点偏解,2
正常评论,2
正常讨论,2
在正常的讨论范围内，没有明显的攻击性语言,2
一般,2
氛围普通，部分评论过度理解,2
正常,2
正常讨论吧，评论里有部分犀利吐槽,2
正常发表观点,2
还可以，没什么大问题的讨论，普普通通,2
评论疑似有低俗，总体来讲氛围比较普通吧。,2
有些低俗,1
有些比较低俗,0
魅魔穿这么多那一条,0
评论区的部分评论风气不好,0
除了色点没啥,3
存在低俗评论,0
存在部分低俗言论,0
显而易见稍微有点低俗弹幕,0
存在低俗发言，整体氛围不太好,1
部分评论低俗,1
包含低俗调侃,3
部分评论涉嫌低俗色情 有评论出现人名,0
部分评论涉嫌低俗,0
没啥问题，符合视频内容,-2
不可以涩涩,0
评论区部分评论有违规倾向，但总体环境较好,-2
有略微低俗，但总体没问题,-2
氛围不错,-2
搞涩涩了,0
没什么不合适的吧,1
虽然讨论内容稍微有一点瑟瑟，但是还好没什么,3
评论区氛围良好，无恶意评论,1
无不妥,1
大家的评论都与视频有关，目前没什么太大的毛病。,0
并无不妥，视频标题和内容确实会引起与评论区类似的讨论,2
没问题,2
都是成人了 说这些也无大碍吧,2
无不当言论,2
评论都是视频相关内容，有一部分吐槽，但是这种内容很容易擦边球,2
评论区内容与视频有关,2
评论区氛围符合视频内容,2
多多少少有点开车,2
有低俗评论,2
评论区…额，符合视频内容，对对,2
评论区有开车行为。,2
评论区好多搞色情的,2
正常讨论，多是调侃,2
正常,2
评论区环境普通，但第10秒的内容擦边,2
整体不错，有个别不尊重人,2
少量欠妥评论,2
有个别问题,2
部分正常，部分有点过分,2
个人意见，这种视频本身多多少少就有擦边球嫌疑。,2
氛围和谐,2
很好,2
此视频博主只是想分享丝袜给大家，但是评论区有些人精虫上脑，把博主想的怎么怎么样，文明发言。,2
还行,2
好??,2
有个评论不太好,2
还好，只有个别不尊重他人,2
正常评论,2
个别不尊重人的,2
没有看视频打色情擦边球的评论,2
还行,2
氛围很好！大家都很友善,2
整体不错，部分不尊重人,2
个别评论不尊重人,2
正常的在讨论,2
还好 整体上都是赞叹的,2
大部分良好，少数评论不尊重他人,2
倒数第五有点问题,2
没理解有的评论想说什么。整体算普通的,2
多数为正常观点，但感觉倒数第五个评论可能有拉踩up的感觉（不是十分清楚，可能是up主专属的梗）,2
合适,2
好,2
适当玩梗,2
弹幕氛围良好适度玩梗,0
普通,2
讲道理，身材就不错。可能是个腿模，prprpr，普通,2
倒数第五个算引战吗？我不了解，无法判断,2
评论区在争吵 对喷,2
部分存在引战,2
一般,2
有部分引战,2
一楼的楼中楼有激烈争论，其他楼大致可以,2
部分言论不友好,2
视频本身也存在争议 ，建议对视频进行重新审核。可以看见，评论区里的内容都是对于视频内容的讨论，但是这些讨论已经有演变成骂战的倾向，故建议对视频进行重新审核,3
属实是我的盲区了,2
有一些在吵架，所以氛围只能说一般般吧，还算普通,2
差，可能是视频本身具有争议。,2
评论区氛围普通，部分评论及回复讨论气氛过于激进～,2
正常,0
一般,2
在合理的范围内讨论吧，略有不合适评论,2
氛围一般，讨论激烈,2
大多都是理性发言，虽然有个别有争议,2
评论大部分比较理性,2
视频本身有争议,2
一般，视频本身有争议性,2
本身视频就是一个争论点,2
一般,2
9楼好像吵起来了,2
很多较为理性,2
该视频本身存在争议,2
一般,2
视频本身存在争议,2
大部分评论都很理智,2
有吵架，不激烈,2
争议,2
各抒己见,2
有火药味，基本正常,2
视频存在争议,2
视频存在争议，评论区合理评论,2
有较多争执的评论,2
正常,2
正常评论，争议较多，基本都理性发言,2
正常,2
争议较大,2
有争议,2
争议较大,2
有争议，火药味超浓,2
有争议,2
有争论，火药味重,2
存在争议,2
有争辩,2
视频内容比较有争议，所以评论也有点火药味,2
大家的判断我认为还是较为理智的，厂家在面对产品使用过程中会产生的问题应该多做处理或宣传，我们在使用过程中也要充分注意方式方法,4
评论基本没什么问题，但个别评论的回复会有一定的争议。,2
评论区队里双方一直在争辩,2
没啥 很普通,2
弹幕就一条,2
无法判断,2
不太好判断,2
刷人数弹幕，无实际意义,2
弹幕没有正常显示,2
无意义,2
无意义，自己没啥好观点，还说别人只看视频不发言，别人只看视频不发言也没啥错的,2
无意义弹幕,2
刷人数的很烦，你说要是看的人多刷刷表示惊讶就算了，17个有什么好刷的,2
无意义弹幕,2
17个人应该是观看人数，与视频内容无关，没什么意义,3
不理解额,2
无意义弹幕,2
无意义弹幕,2
正常吐槽,2
没有问题,2
不知道怎么突然冒出这样无厘头的弹幕,2
不知道什么意思,2
无意义,2
一个弹幕，还行,2
没问题，但无意义，不建议发,2
估计是同时观看人数，无意义弹幕,2
弹幕整体属于对视频内容的正常讨论，与视频内容相关，无引战嫌疑，弹幕氛围良好,2
我点开视频都没有看到那个弹幕……无法判断,2
正常,2
正常,2
我认为他的17人是指“有17人同时在线观看”，如果这么理解，我认为其言论无意义且不礼貌。,3
普通评论,2
正常的,2
应该很正常吧,2
无法判断,2
看不出来,2
没人,2
人少了点??,2
太少了，太少了,2
正常发言,2
正常的,2
没有大问题，就是有太多与视频无关的弹幕,2
正常吐槽,2
弹幕太少，不太好判断。,2
一般般，相关度不高,2
正常,2
视频截图内的弹幕不知是在对游戏内存活人数还是视频观看人数进行一定的调侃，整体来看弹幕内容一般，但其并未有明显的不良发言行为，故选普通。,3
正常,2
氛围一般。,2
无明显违反社区规则，氛围总体一般,2
？,-2
一般，一部分人不好,2
舞蹈区竖屏十腿九拉，评论区是大数据硬推的吧,2
有些引战评论和引流,2
低级梗,2
存在引流，软色情,2
低俗,2
存在引流、低俗评论,2
评论区中有用户评论在向其他up引流 评论区中有用户评论在发表类似软色情引导内容,2
存在部分低俗评论,2
二楼钓鱼评论各位谨慎投票,2
有疑似广告和低俗言论,2
舞蹈区嘛……,2
“腾飞的巨龙”有低俗评论的成分,2
有一定数量的低俗言论,2
大部分评论无违规，有少部分低俗言论,2
评论楼中楼有低俗内容,2
第一楼争议内容，第二楼楼中楼低俗，第三楼楼中楼存在辱骂，倒数第二楼同样是争议言论,0
大部分评论友好，少部分评论低俗且不友好,2
大部分评论正常，存在部分ky评论,2
大部分评论正常，少部分评论存在低俗发言,2
大部分正常,2
腿确实拉了,2
二楼楼中楼有些低俗，下面有些无意义的评论。给个普通吧,2
正常评论区评论,2
大部分评论合适，但部分可能有引战嫌疑，还是建议删除,2
此刻我也是评论区的一员,2
有可能涉嫌对up主的攻击，还有无关引流,3
有部分言论不合适，建议删除,2
部分正常,2
有引流的人,2
正常讨论,2
大部分是正常的,2
大部分评论都没问题，二楼的可能会引战,3
正常人哪会看这种视频,0
正常,2
引来争议，这种如果是建议私信就好,2
无意义的评论较多,2
二楼……,2
有个说什么“小姐姐缺阳气”的评论……确实过了，有些恶俗了。 但回过头想想，这类型的视频下面就是会出现这种评论似乎都已经是常态了……,2
评论区有部分引流与本视频无关内容，整体氛围融洽，无过分过激言论,2
感觉二楼的评论回复有点……,2
一般,2
一般,2
有引战引流的评论，有些发病评论判断不了好坏,2
没有争论，也有意见不同的地方,2
部分引战整体还彳亍,2
前三评论区要打起来吧,2
在舞蹈区争抢up本人虽然是最近新特色，但是会导致吵起来，而且不排除会有地图炮的可能,2
3楼涉嫌引战,2
有部分引流无意义评论，比如七，八，十。还有一些我无法分辨,4
存在部分低俗言论,2
1，4，8楼中楼出现造人 流嘴里 看片等低俗言论，故选差。,2
biao26有不良言论,2
非常普通。,0
很正常，表达自己观点,0
biligeiyepa的言论不当,2
氛围明显普通，这最后结果要是还能判定氛围好的话，那这个系统显然不行,4
投差的主要原因是大多数评论系低俗词汇，并且 "biligeiyepa" 的评论已属违规评论。在评论区的回复中掺杂刷屏回复、低俗词汇等问题。,2
普通的留言,2
一般,2
大部分较好，四楼较差 原因：有低俗词语,3
秋雨,2
一般,2
四楼关于女性月经的讨论低俗，有“流我嘴里”的言论。用户名是“鲨鱼辣椒也想要抱抱”,2
部分评论不适,2
有争吵和阴阳怪气评论,2
一般般,2
部分评论不太友好，视频内容不优质,2
评论区与视频关系不大yygq,2
氛围一般，视频模糊,2
部分评论低俗，也有引战，还有那个Juliecho虽然发的链接根据之前的兄弟评论说是up的其他视频，但是每个评论下面都发四五条，很影响观感,2
部分评论有点不合适,2
正常,2
争吵和阴阳怪气的太多了,2
关于JulieCho几乎在每一楼都发了个链接，我去看了，是up主本人的另一个视频，希望能给到大家参考,1
有些人就是见不得别人好,3
部分言论（楼中楼）低俗严重,3
有些评论低俗，比如亚当夏娃那条,2
普通，评论区有争议和质疑,2
部分已经开了,2
有过激言论，和些许不正常,2
总体一般，普通,2
部分楼中楼需整治,2
个别有带颜色评论 不怎么适合,2
有些不合适,2
个别评论低俗与公共场合不当言论 那些总体上一般,0
感觉有些不合适,2
一般，1L回复和评论区都有机器人，个别评论有些擦边,2
总体可以,2
没毛病,2
正常,2
氛围不太好，有对比引战的还有刷人名的。,2
疑似发现引战弹幕00:00:10,2
寡淡，无味，鸡肋,2
刷大量无意义人名，低俗,2
一般 但是存在刷人名现象。,2
一般,2
一直刷人名,2
无关言论较多，存在人名刷屏,2
正常,2
一条疑似引战，不好说,2
正常,2
疑似擦边球弹幕,2
不太清楚 没看过类似的,2
还算行吧，没引战和擦边,2
不太了解弹幕里说的是什么，所以无法判断,2
有疑似开车的sp言论,2
一般,2
，,2
正常发言,2
视频感觉有点擦边，而且弹幕都在刷人名，这样很不好,2
有的不太清楚,2
一般,2
视频有擦边球，弹幕里的刷人名行为很不好,2
不懂，不过视频擦边了,2
原视频多处出现人名弹幕，违反弹幕礼仪,2
擦边视频,2
这类视频本来也比较有争议，反正不管视频还是弹幕我都觉得有点不舒服,2
不太了解,2
弹幕言论无法判断，未接触的梗,2
不了解此类梗，无法判别,2
截屏内弹幕不全，整个视频刷“某某某实名观看”的特别多，即使是个梗也多少影响观感，勉勉强强普通,2
擦边球,2
还行,2
正常,2
不了解这类,2
正常,2
表示不了解这方面的梗,2
弹幕内容符合视频内容,2
都推这些，我不了解的。。。。。。,2
看不懂的弹幕，不知道是无关还是什么梗,2
正常,2
氛围普通 有人拉踩不过好像没有引发争吵,2
正常发表观点,2
还行,2
正常,2
正常弹幕氛围,2
不太懂弹幕内容，无法给予帮助,2
还可以,2
正常,2
正常,2
一楼里的johnnylulued评论我以为很不适，还有一些无关评论,2
有争吵，也有夸赞，整体氛围还可以，没有过于激烈，没有互相贬低,2
评论区氛围不错，只有一条不合适，有些风纪委员还请不要zzzq，展示自己身材和美没有什么不对，不至于低俗,2
中规中矩,2
低俗,2
低俗,2
视频本身偏向dy化，评论低俗,2
有不善言论,2
疑似有广告,2
低俗,2
部分评论擦边低俗,2
云lxxxx的弹幕可能是无关评论,3
抽象的视频抽象的评论,2
有些评论低俗和存在引战情况，整体情况不佳,2
真的恶心,2
阴阳怪气的评论多,2
一般,2
评论区都是lsp，坚定完毕。,2
，,0
有几个不太行,2
有些评论低俗以及人身攻击，建议删除。,2
还算正常,2
有一条不太行,2
氛围和谐,2
有ky人身攻击评论,2
阴阳怪气的多,0
低俗，且存在攻击向的评论,2
有些评论过于低俗,2
有些语言攻击了,2
有个别评论意义不明,2
有发视频中车牌号的，其他正常,2
勉勉强强 有些评论不是很好,2
正常,0
部分与视频内容无关,2
正常,-2
正常评论,-2
不错,-2
正常,-2
正常,-2
一般般,0
评论区正常,-2
