不礼貌，调侃身材刷屏，不注重视频主旨。,2,1,,,
不理解,2,1,,,
不理解，不与评判,2,1,,,
不联系刷其他up,3,1,,,
不能确定是否在玩梗，但内容易引起争端,2,1,,,
不恰发言,2,1,,,
不是什么都可以玩梗,3,1,,,
不太行,2,1,,,
不太好,2,1,,,
不太合适,2,1,,,
不太了解这游戏，刷屏的较多,0,1,,,
不太认同 虽然是玩梗 但是其他人也是人呀，随意开别人的玩笑不可取,2,1,,,
不太喜欢游戏,-2,1,,,
不太友好,2,1,,,
不要刷无关人名,2,1,,,
不应该以别人身材做为调侃,2,1,,,
部分不当,2,1,,,
部分带人名玩梗不合适，其他弹幕正常,2,1,,,
部分弹幕不考虑现实情况，随意发言,2,1,,,
部分弹幕内容与视频无关，并且存在刷屏嫌疑,2,1,,,
部分弹幕有擦边球行为,0,1,,,
部分弹幕重复刷屏,-6,1,,,
部分低俗,2,1,,,
部分低俗，普通,2,1,,,
部分低俗擦边球,2,1,,,
部分低俗评论,2,1,,,
部分过激,2,1,,,
部分和视频相关的正常讨论 部分弹幕有引战嫌疑,2,1,,,
部分楼层存在引战嫌疑，其余大部分内容与视频相关,2,1,,,
部分楼层回复有与视频无关评论,2,1,,,
部分楼层回复中有引战行为,2,1,,,
部分楼中楼有比较激烈的争论，未见明显引战言论，总体情况只能算是普通。,2,1,,,
部分评论弹幕擦边球，不够正能量,2,1,,,
部分评论低俗,2,1,,,
部分评论低俗与视频无关,2,1,,,
部分评论楼中楼有引战，辱骂内容,2,1,,,
部分评论涉嫌引战，建议整改。,2,1,,,
部分评论有点引战,2,1,,,
部分评论有颜色的擦边球,0,1,,,
部分评论有引战嫌疑,2,1,,,
部分评论与视频内容无关,2,1,,,
部分评论与视频无关,2,1,,,
部分人搞黄色,2,1,,,
部分人引战,2,1,,,
部分无意义,2,1,,,
部分言语较为粗鲁，但是观点无问题。,2,1,,,
部分引战,0,1,,,
部分引战，不能给好,2,1,,,
部分引战弹幕 其他弹幕正能量,0,1,,,
部分引战弹幕，其他还行,2,1,,,
部分引战弹幕。,2,1,,,
部分有些偏激,2,1,,,
部分有引战,2,1,,,
部分与视频无关,2,1,,,
擦边,2,1,,,
擦边弹幕较多,2,1,,,
擦边了吧,2,1,,,
擦边评论挺多的,2,1,,,
擦边球,2,1,,,
擦边球低俗言论略多,0,1,,,
擦边球行为。并且有点开黄腔。,2,1,,,
擦边球评论,2,1,,,
擦边球评论过多，属于过度玩梗,2,1,,,
擦边球视频，观众低俗不堪,2,1,,,
擦边言论,3,1,,,
参加葬礼的品牌有点贬义，本身是现代时装秀，有点说不过去,2,1,,,
差,2,1,,,
差 1.根据上周社区小管家发布的风纪委员周报中已明确指出在弹幕中刷人名的属于无意义弹幕 2.部分弹幕存在打擦边球的现象，建议回查,3,1,,,
吵起来了,2,1,,,
除了“剪的很好”这个弹幕以外其他的没什么问题，这个弹幕一搬来说是开玩笑，但是出现在这里不太合适。,2,1,,,
除了星巴克灭门有点儿过激除外都可以，星巴克确实做的不好，但是有点儿太过了,-2,1,,,
此刻对应歌词“我也是歌姬”，弹幕系谐音，认定为不合适。,2,1,,,
此类弹幕氛围都属于正常的,2,1,,,
此评论过于主观臆断up主支教对孩子的影响，略有引战嫌疑，容易引起争论，评论不合适,2,1,,,
此视频评论大部分评论得当，但仍有小部分人故意引战,2,1,,,
从视频中获取信息有限，无法判断是狗狗引路还是面包车，说这条评论引战不合适,2,1,,,
存在不合适弹幕,2,1,,,
存在部分引战弹幕,2,1,,,
存在大量刷人名的弹幕，极易泄露自己和他人的隐私信息，观感极差的弹幕坏境。,2,1,,,
存在大量无意义刷屏,2,1,,,
存在低俗评论，氛围较差,2,1,,,
存在过激引战言论,2,1,,,
存在刷屏,2,1,,,
存在刷人名的无关弹幕,2,1,,,
存在无关视频的梗,2,1,,,
存在无意义弹幕,2,1,,,
存在一条低俗弹幕 存在刷梗与视频无关的情况,2,1,,,
存在疑似擦边球评论,2,1,,,
存在引战,2,1,,,
存在引战弹幕,2,1,,,
存在引战评论,2,1,,,
存在与此视频无关弹幕，并且很多，例如jojo的，还有女仆什么的,2,1,,,
存在葬礼等不当言论,3,1,,,
存在争吵,2,1,,,
存在争议,2,1,,,
打擦边球,2,1,,,
打广告,2,1,,,
大量数字弹幕刷屏,-14,1,,,
大量刷屏,2,1,,,
带有不合适的词语,2,1,,,
但是极少部分言论容易引战,2,1,,,
弹幕出现在14秒后，视频在歌姬的地方就停下了，弹幕是想到...歌姬吧那个梗然后调侃了吧，我不好说，个人觉得这个梗是有些低俗意味的,2,1,,,
弹幕氛围差，全是低俗弹幕,2,1,,,
弹幕里出现我靠表达的更像口头禅，表达情绪的词语，我靠，卧槽这样的词语我觉得不属于脏话但是比较粗俗,3,1,,,
弹幕内容和视频不相关,2,1,,,
弹幕内容指代不明确，容易被他人歧义，无法判断其真正想表达的意思。,2,1,,,
弹幕内容重复次数过多,0,1,,,
弹幕说的并没有指出来源，容易误导观众,2,1,,,
弹幕太多，遮当内容,2,1,,,
弹幕问题主要还是视频本身有问题吧......营销号味拉满了......,4,1,,,
弹幕星巴克灭门 不合适,-2,1,,,
弹幕应当发布合法且正能量信息，不应含有侮辱他人等词汇。,2,1,,,
弹幕有不相关信息,2,1,,,
弹幕有点引战，但是视频引战问题更大,2,1,,,
弹幕有泄露个人信息,2,1,,,
弹幕与视频内容无关,0,1,,,
弹幕站着说话不腰疼,2,1,,,
弹幕中“药食同源，野菜还是草药反正没毒可以试试”一句存在误导风险，第一观众未必能正确识别野外植物，外观相似的植物其毒性也可能存在巨大差别；第二野生植物上可能存在肉眼难以观测的虫卵和难以清洗的昆虫分泌物，误食存在安全隐患；第三任何药物和药用原植物都不应盲目服用，这点应为基本常识,8,1,,,
弹幕中擦边消息较多,2,1,,,
弹幕中有人刷人名破坏氛围，并且有些许偏色情内容,2,1,,,
倒数第1楼中有个别引战言论，语气太过激烈，会影响到他人的观感。,2,1,,,
倒数第5楼内个别评论是嘲讽的语气 不够委婉。,2,1,,,
倒数第一条评论不明所以,2,1,,,
低俗,2,1,,,
低俗。,2,1,,,
低俗不良评论较多,2,1,,,
低俗发言较多，氛围普通,2,1,,,
低俗评论,2,1,,,
低俗评论多,2,1,,,
第四和第十楼都有人刷自己的视频链接，建议当作无意义评论处理,3,1,,,
第四楼吵起来了，第十楼不是很友好，性取向是几千年人们都无法定夺的事情，早在春秋时期就出现了妻妾相爱，君王男宠的现象，这里只希望关于此类的争吵少一些，给小众群体和平的空间,5,1,,,
第五楼楼中楼发生争吵,2,1,,,
第一个评论不太友好，有点攻击人,2,1,,,
第一楼为抢楼评论，倒数第二条，第一条为无意义评论，均违反了《社区规则》和《小黑屋处罚条例》,3,1,,,
第一条 有点嘲讽,2,1,,,
第一条评论并没有什么价值,0,1,,,
第一条评论楼中楼语言过激，有引战嫌疑,2,1,,,
第一条评论有引战嫌疑，视频标题本身也不合适，容易引战。,2,1,,,
第一条有点引战嫌疑,2,1,,,
第一条有一点阴阳怪气,2,1,,,
第一条有引战嫌疑，夸自己喜欢的up没必要拉踩其他全部美妆博主；还有说up是下一个党妹的？？,3,1,,,
典型杠精行为 恶意揣测和曲解视频中善意行为 投票为不合适,-1,1,,,
定位的地方没什么问题，但视频开头部分有几个争议弹幕,2,1,,,
对UP造成攻击,2,1,,,
对别人恶意调侃,2,1,,,
对平胸女生发这种弹幕刷屏，虽然本质上没有恶意，但是作为当事人肯定会很不开心，所以判断为“差”,2,1,,,
多少有点煞风景,-4,1,,,
多数人玩烂梗,2,1,,,
多条评论与视频内容无关，评论区总存在暗示性对话，绝大部分频率与视频内容无关。,2,1,,,
多与视频内容无关、擦边言论，且占比较大。,2,1,,,
恶意刷屏玩梗不可取,2,1,,,
恶意调侃吧，不礼貌,2,1,,,
二楼中有低俗评论，九楼81万的梗不知道算不算低俗,2,1,,,
发老婆会不会有点不合适？,2,1,,,
发现有不良低俗类言论，氛围观感较差。,2,1,,,
发言不合适，不考虑现实情况,2,1,,,
发言不合适，谁不想回家呢,2,1,,,
发言与相关视频无关。,2,1,,,
饭圈味儿有点浓？！,2,1,,,
非常不合适,2,1,,,
非常不合适，评论毫无理由的攻击UP主，可能是玩梗没有加狗头视为不合适。,2,1,,,
非恶意的调侃段子,2,1,,,
氛围比较差 大部分低俗 擦边球的评论,2,1,,,
氛围不太行,2,1,,,
氛围太黑暗,2,1,,,
否定偏多,2,1,,,
该弹幕有些扰乱氛围，不太适合,2,1,,,
该评论是对视频里现象的一个实际描述，看评论后的人可以以此为戒,2,1,,,
该视频内容本身就有擦边球的嫌疑，该条弹幕在满足自己低俗欲望的同时，对up主的个人形象进行人身攻击，且弹幕内容与本视频无关。,2,1,,,
该视频我曾经刷到过，弹幕没有问题，评论区氛围不太好,2,1,,,
感觉过于主观，容易引战,3,1,,,
感觉无意义,2,1,,,
感觉有点大量刷屏了,2,1,,,
感觉有点阴阳,2,1,,,
感觉有一点点的不好吧,2,1,,,
感觉在蹭热度,2,1,,,
感觉在这里玩零元购的梗有点突兀,2,1,,,
感觉这个弹幕就是两极分化吧。有一点点好，但是差评有点多。,2,1,,,
搞死 ，这句话低俗,2,1,,,
个边弹幕有负面影响但总体比较正常所以无法判断，因为总有些人不正常。,2,1,,,
个别存在言语过激现象,2,1,,,
个别弹幕低俗,2,1,,,
个别弹幕较为低俗。,2,1,,,
个别弹幕略微不妥,2,1,,,
个别弹幕略有不妥,0,1,,,
个别弹幕有些低俗，似乎在打擦边球,2,1,,,
个别低俗,2,1,,,
个别低俗言论,2,1,,,
个别过于激动,2,1,,,
个别开黄腔,2,1,,,
个别评论,2,1,,,
个别评论不当,2,1,,,
个别评论不好，建议删除,2,1,,,
个别评论过激,2,1,,,
个别评论有调戏嫌疑,2,1,,,
个别评论有问题,2,1,,,
个别评论有些不友好,2,1,,,
个别评论与视频无关,2,1,,,
个别无意义弹幕,2,1,,,
个别言论违规，建议删除！,2,1,,,
个别言论一般,2,1,,,
个别言论有些不妥。,2,1,,,
个别言语过激,2,1,,,
个别言语过激，存在引战可能,3,1,,,
个别引战,2,1,,,
个别引战弹幕,2,1,,,
个别有引战倾向,2,1,,,
个别与视频无关,2,1,,,
个人鄙见：不合适，有弹幕刷人名（且在改截图外的视频其他部分也有刷人名的现象??,2,1,,,
个人不太喜欢,2,1,,,
个人感觉bgm和角色配音太阴间了，有点恐怖,2,1,,,
个人感觉不妥,2,1,,,
个人感觉合适,2,1,,,
各别低俗,2,1,,,
各抒己见，偶有争议，视频中的内容本就容易产生争议，人各有志，造成评论区氛围较差,2,1,,,
根据风纪委员会的相关规范，这个与视频内容无关的许愿评论为垃圾信息，不合适。,2,1,,,
梗类弹幕合适,3,1,,,
关于其他ip内容有点多,2,1,,,
观点有争议，但存在少数不友好的发言,2,1,,,
管中窥豹，意思是有些人以狭窄的视角以及片面的知识，看不清事实,2,1,,,
广告评论,2,1,,,
过度玩梗,2,1,,,
过多刷人名的无意义弹幕,2,1,,,
过分玩梗,2,1,,,
过于夸大了老师对学生的影响，对学生的影响是多方面的，就如up主说的他们最大的问题是缺少朋友和家人的陪伴，教资上也说得很清楚社会环境教育环境家庭环境三方面影响孩子的发展，教师只是其中一部分，为了儿童健康发展是要多方面共同努力的。还好我是考过教资的不然还真不知道怎末判断。,2,1,,,
过于刷屏,2,1,,,
过于主观,2,1,,,
含色情弹幕内容,2,1,,,
和视频内容不符,2,1,,,
和视频内容符合，但是重复度极高，老用户挺多是不喜欢看到重复弹幕刷屏的,4,1,,,
和视频内容无关,2,1,,,
和视频内容无关，说的是创作推广,2,1,,,
很多不良言论,2,1,,,
很多低俗的评论,2,1,,,
很多会教坏未成年的评论,2,1,,,
很多无关弹幕，尤其是刷人名,2,1,,,
很多无意义刷屏,0,1,,,
很多無意義或無關彈幕,2,1,,,
很烦刷眼睛或者一些符号的，很小儿科的影响氛围,-2,1,,,
怀疑抬杠,2,1,,,
黄腔较多，视频内容短裙配这个角度，很难说没有诱导嫌疑。,2,1,,,
黄色弹幕,2,1,,,
黄色弹幕，擦边弹幕较多,2,1,,,
黄色弹幕较多,2,1,,,
诙谐弹幕,2,1,,,
建议不要刷人名,2,1,,,
较多无关刷梗,0,1,,,
截图弹幕是在对视频里的话进行讨论，营销号解说的有些问题，容易引战,2,1,,,
具有人身攻击他人言论,0,1,,,
开低俗玩笑过多，刷其他up过多,2,1,,,
开黄腔，对别人不尊重,2,1,,,
开黄腔，视频无关,2,1,,,
开始刷毫无意义的“1”了，影响弹幕氛围，影响观看,2,1,,,
可能是视频选材问题，评论阴阳怪气居多,2,1,,,
可能是最开始的人在调侃，但是越来越多的人开始跟风，可能有些人可能已经存在恶意了，弹幕氛围总体较差,2,1,,,
可以删了,2,1,,,
垃圾弹幕,2,1,,,
烂梗,0,1,,,
里面有条撕景甜衣服的，我是不太了解娱乐圈体育圈，不过我个人觉得不太合适,2,1,,,
戾气太重,2,1,,,
六楼中用户“小雨_小雨”言论可能涉及引战,2,1,,,
乱刷梗,2,1,,,
略带嘲讽 和内容无关 不适合,2,1,,,
略微擦边。,2,1,,,
略有调侃意味。,2,1,,,
麻雀小四在吵,2,1,,,
没狗头，差,2,1,,,
没加狗头 分不清楚是调侃还是恶意评论 不是很合适,4,1,,,
萌宠区发这个不合适地方，引战,2,1,,,
灭门属实过激了,2,1,,,
敏感话题,2,1,,,
拿疫情开玩笑不太合适,3,1,,,
拿疫情开玩笑玩梗不太合适,5,1,,,
那个地球online不太合适,2,1,,,
那个叫麻雀小四的很明显的引战，下面产生了矛盾，剩下的都还好,2,1,,,
男女都会有对异性的身材评论个别调侃可以但大面积调侃刷屏会很不适也偏离了视频本身。,2,1,,,
难辨真伪，有人偏激，有人引导热水器，有些恶臭了,2,1,,,
内容不相关，一般,2,1,,,
骗赞,2,1,,,
骗赞评论,2,1,,,
骗赞评论，建议移除,2,1,,,
评论2的回复有表示对up主的怀疑，但在没有任何证据的情况下，请不要有这样的评论。,0,1,,,
评论被带偏了，显然出现在此类不合时宜,2,1,,,
评论部分内容与视频内容无关,2,1,,,
评论部分有引战嫌疑，建议整改,2,1,,,
评论擦边,2,1,,,
评论阐述了一种行业竞争中的价值观，即行业在竞争过程会不断的追求更大利润更小成本，因而可能完成行业生产过程中的“摆烂”，更进一步地去胁迫行业中其他产业采取同样方式竞争也就是“劣币驱逐良币”，但是这一观点忽视了在行业发展过程中“劣币”出现的偶然性，一味的扩大解释是不可取的，对于“劣币”更应当采取的态度是加强监控、提高降质成本、事后惩戒等，而不应当是一味的呼吁整个行业都垮掉了，都应放弃的言论。因此评定为不合适。,0,1,,,
评论弹幕有问题,2,1,,,
评论的那个大学生躺床上色情低俗,0,1,,,
评论第四条涉及地域的，评论内的评论部分言论有引战嫌疑，且讨论内容偏离视频主题内容，属于无异议的争议,2,1,,,
评论氛围太差！,2,1,,,
评论风气不佳，擦边,2,1,,,
评论关于ysl 是最适合前任葬礼穿的我觉得这个梗并不适合，全网时尚圈也几乎不会有这样的评价，以这样的梗来概括设计理念显得和营销号无异,2,1,,,
评论开黄腔,2,1,,,
评论量少，且与视频内容无关,2,1,,,
评论内容有敏感词,2,1,,,
评论平铺直叙，没有表情带一下个人情感，很容易被误会，容易引战，,2,1,,,
评论区 擦边球评论和玩梗多 与视频想表达的出入较大,2,1,,,
评论区氛围不太好，有低俗言论,2,1,,,
评论区氛围差,2,1,,,
评论区氛围差，少数引战评论,2,1,,,
评论区有人开黄色玩笑，这种氛围不可取。,2,1,,,
评论已经吵起来了，观感也不太好，所以给差,4,1,,,
评论整体氛围不错，但有个别评论在没有证据的情况下说播放量是买的，不太合适,2,1,,,
抢楼,2,1,,,
全是玩和视频不想关的梗的,2,1,,,
人家干什么是人家的自由 评论无论是引战还是钓鱼都不符合规定,2,1,,,
人名,2,1,,,
人名透漏隐私,2,1,,,
人身攻击,2,1,,,
人身攻击，语气过重！,2,1,,,
人身攻击了,2,1,,,
三观不正,2,1,,,
三楼和倒数第三楼有争吵现象 最后一条评论有打广告嫌疑,2,1,,,
三楼有争吵，最后一楼是广告,2,1,,,
散布不实信息,-4,1,,,
色情低俗,2,1,,,
沙漠绝活哥的燃向整活视频，这个弹幕不是很合适,2,1,,,
稍微有点引战吧,2,1,,,
稍微有那么一点点的ky成分,2,1,,,
稍引战,2,1,,,
涉及敏感词汇,2,1,,,
涉及敏感问题，讨论相对激烈。不过总体而言正常。,2,1,,,
涉及乌克兰,2,1,,,
涉嫌发布/传播违法违规敏感内容或组织相关活动,-4,1,,,
涉嫌以隐晦的方式人身攻击,2,1,,,
深圳人内卷严重；评论区底下广告。,2,1,,,
视频本事内容不行,3,1,,,
视频不行，弹幕个人感觉有问题。,3,1,,,
视频擦边，弹幕低俗,2,1,,,
视频出现无意义弹幕,2,1,,,
视频恶意加无关标签引流，各位风纪要是有空的话可以去视频举报一下BV1xT4y1i7R3,1,1,,,
视频内容可能会引起不适,0,1,,,
视频内容有引战嫌疑引起弹幕争论,3,1,,,
视频涉嫌抄袭,3,1,,,
视频无关，故不合适,2,1,,,
视频下无关内容,2,1,,,
是他的个人观点，但是无法确定是不是真的这样，容易误导观众。,2,1,,,
刷大量无意义的人名，还有嘲讽up主身高的,2,1,,,
刷弹幕,2,1,,,
刷名字,2,1,,,
刷名字不合适吧,2,1,,,
刷屏,-2,1,,,
刷屏，过于玩梗,2,1,,,
刷屏吧，观感不好,2,1,,,
刷屏弹幕过多,2,1,,,
刷屏弹幕过多 影响观看,2,1,,,
刷屏的有点多,2,1,,,
刷屏过多,0,1,,,
刷屏较多,2,1,,,
刷屏太多了，得开屏蔽才能看清内容,0,1,,,
刷屏影响观看,0,1,,,
刷人名,2,1,,,
刷人名，体验不好,2,1,,,
刷人名的无意义弹幕太多,2,1,,,
刷人名等无意义的弹幕，影响观感，还有讽刺一米五的弹幕,2,1,,,
刷人名和无意义弹幕较多,2,1,,,
刷人名建议删除,2,1,,,
刷人名较多,2,1,,,
刷人名太多了,2,1,,,
刷人名无意义弹幕较多,2,1,,,
刷人名泄露个人隐私,2,1,,,
刷人名泄露隐私,2,1,,,
刷日期那个有点,2,1,,,
刷无意义的人名,2,1,,,
刷自己的名字+就爱看这个的弹幕属于个人相关的无意义弹幕，其他单独提到名字的朵拉，梓猫就是在说up造型很像了,2,1,,,
说到底，片中人的身材是否有变化和视频内容主题（不管是这个还是之前心疼giegie那个）根本无关。他的身材如何和视频内的搞笑主旨毫无关系，不应该被划分在正常吐槽的范围。 希望大家认知到：【无故评价他人身材还认为是开玩笑的，都属于言语伤害。】 希望所有人，不管是发评论的用户，还是真的认为这条评论没问题的用户，都仔细思考一下这句话可能带来的伤害。,2,1,,,
说发视频的非常不好,0,1,,,
说这种话不合适,2,1,,,
撕景甜衣服。。低俗弹幕,2,1,,,
撕景甜衣服的弹幕在搞低级趣味,2,1,,,
四楼擦边球,2,1,,,
虽然本意都是好的，但是“种在墓前”这种话明显不太合适,0,1,,,
虽然大部分人表达的都是up可爱，视频质量高等，但还是有些人，对这么小的女孩子说女朋友，还有奇怪想法的什么，略显变态，有点娈童的感觉，给别人带来不好的影响,2,1,,,
虽然合理，但是过于消极，不好不好。,2,1,,,
虽然接近事实，但感觉还是不太好,2,1,,,
虽然就是发的弹幕是对内容的认同，但是都是清一色的是我本人了，导致观看体验变差,2,1,,,
虽然视频里没出现这首歌，但是好像是因为女孩说了点播放，所以弹幕开始唱歌了，我家儿媳妇从小...那条弹幕不太合适,2,1,,,
虽然是结合视频内容得出了自己的观点，但有些主观了,2,1,,,
虽然是科普，但与视频内容无关,2,1,,,
虽然是调侃了开头的内容，但是用词不当，有不好的倾向,2,1,,,
虽然是为调侃，但有不尊重他人之感,2,1,,,
虽然是有些调侃的意思，但是对别人身材恶意评价。,2,1,,,
虽然是正常科普，但是多少有点不合适。,2,1,,,
虽为调侃，但与视频内容存在冲突，易造成歧义。,2,1,,,
太多低俗擦边评论了,2,1,,,
太多重复弹幕，玩梗要适度，过多就是无意义。,2,1,,,
太讽刺，太主观,2,1,,,
太消极了,2,1,,,
讨论国家政策,2,1,,,
讨论过激，有引战嫌疑,2,1,,,
提到无关UP主并涉嫌阴阳怪气其观众和本视频的UP主（人类的好朋友一般是指狗？）,2,1,,,
同质化弹幕过多，影响观看感受。,3,1,,,
玩梗，但是大家意见偏向于负面效果，个人选择 无法判断,2,1,,,
玩梗但是言语偏激,2,1,,,
玩梗过度,2,1,,,
玩梗居多，但是……数量有点多,2,1,,,
玩梗没加狗头，看起来不太幽默啊,2,1,,,
玩梗没什么问题，但是刷屏了影响观看了已经,2,1,,,
玩梗且低俗，与视频内容无关,2,1,,,
网上冲浪还是尽量别把自己（也可能弹幕中发的是别人的名字）泄露出来为好,4,1,,,
妄谈政治,2,1,,,
我觉得这个评论区挺经典的，都坚持各自的观点，讨论逐渐升级为争吵,2,1,,,
我认为不太好，真的很讨厌一些人拿性取向开玩笑，耍黄腔，希望B站以后能多注意处理这些,2,1,,,
我认为与政治相关，故不予评价,2,1,,,
我讨厌原神,2,1,,,
无脑刷1，这个应该不是梗,1,1,,,
无意义,3,1,,,
无意义，占楼评论，还有低俗内涵，不合适,2,1,,,
无意义弹幕居多,2,1,,,
无意义弹幕有,2,1,,,
无意义的弹幕偏多，正常但是无有效信息,3,1,,,
无意义的水评论,2,1,,,
无意义评论,2,1,,,
无意义评论，不合适,2,1,,,
无意义评论，建议删除,2,1,,,
无意义评论，属于骗赞，属于违规行为，建议客服处理一下,2,1,,,
无意义刷屏,2,1,,,
无意义刷屏，我觉得这跟在弹幕中刷日期人名什么的一个性质,2,1,,,
无意义刷屏。,2,1,,,
无意义刷屏太多,3,1,,,
五楼争吵,2,1,,,
喜欢归喜欢，但是重复弹幕刷屏可不好喔,0,1,,,
严格拒绝弹幕成为签名墙,5,1,,,
严重的擦边球,2,1,,,
言辞看着正常 但配合视频一起涉嫌人身攻击,2,1,,,
言论不太友好,2,1,,,
言论过于主观,2,1,,,
言论较为过激,2,1,,,
一二楼问题很大,2,1,,,
一个营销号视频 还空气稀薄了上千亿倍 这种视频是破坏社区生态的重要推手,2,1,,,
一楼楼内气氛不太和谐,2,1,,,
一楼骗赞，评论无意义,3,1,,,
一楼评论里有问题,2,1,,,
一楼引战,2,1,,,
一楼有骗赞行为，各位请不要打好,3,1,,,
一楼有些许争吵,2,1,,,
一楼有引战嫌疑,2,1,,,
一楼争论是否拉腿了，最后有些杠起来了。倒数第二楼想定制酸菜，怪怪的,2,1,,,
疑似轻微抬杠,3,1,,,
疑是软广,0,1,,,
议论国家,2,1,,,
易引发歧义,2,1,,,
易引发争议,2,1,,,
疫情期间这种梗不是很好,2,1,,,
疫情应该不该玩梗吧,2,1,,,
引战,2,1,,,
引战，暗讽,2,1,,,
引战不当言论,2,1,,,
引战弹幕,0,1,,,
引战内容,2,1,,,
引战言论,2,1,,,
引战言论建议删除,2,1,,,
营销号,2,1,,,
营销号视频,2,1,,,
营销号视频内容涉嫌引战。,3,1,,,
用户名琪中琪毒的评论与视频无关,3,1,,,
有”想要给我生一群猴子“这样的意淫式的比较低俗的评论，给”普通“,2,1,,,
有别的up名字出现 有引战嫌疑,0,1,,,
有部分低俗弹幕,2,1,,,
有部分刷人名无意义弹幕,2,1,,,
有部分无意义弹幕。,2,1,,,
有部分言论为擦边球或者涉及低俗，整体并不合适,2,1,,,
有部分阴阳怪气的,2,1,,,
有部分引战,2,1,,,
有部分引战攻击弹幕,2,1,,,
有部分引战评论,2,1,,,
有擦边球嫌疑,2,1,,,
有擦边言论,2,1,,,
有存在刷负面弹幕内容的行为,2,1,,,
有打擦边球评论,2,1,,,
有道德绑架的意思，不合适,2,1,,,
有的人可能杠上了,2,1,,,
有的有问题,2,1,,,
有低俗弹幕“牌佬也防？”“绝对领域”不希望cos区有这种言论,4,1,,,
有低俗评论,2,1,,,
有低俗嫌疑,2,1,,,
有低俗想法的嫌疑,2,1,,,
有低俗言论,2,1,,,
有点ky的感觉,2,1,,,
有点yygq的感觉,2,1,,,
有点不当,2,1,,,
有点不礼貌。。。,2,1,,,
有点擦边球,2,1,,,
有点擦边球，尤其是有个提到怀孕的,2,1,,,
有点低俗,2,1,,,
有点低俗。,2,1,,,
有点怪,2,1,,,
有点烂梗,2,1,,,
有点冷战的感觉,2,1,,,
有点刷屏了其实，玩梗无妨请适度,2,1,,,
有点水军情况,2,1,,,
有点抬杠。,2,1,,,
有点土嗨，不太符合个人口味,0,1,,,
有点侮辱了,2,1,,,
有点咬文嚼字了，领会意思即可，没必要随时挑刺,2,1,,,
有点引战,2,1,,,
有点主观了,2,1,,,
有点主观臆断了，不大合适,3,1,,,
有杠精啊...,3,1,,,
有个别不当发言,2,1,,,
有个别不良好的评论,2,1,,,
有个别不妥,2,1,,,
有个别弹幕有色情内容,2,1,,,
有个别低俗言论,2,1,,,
有个别评论不合适,2,1,,,
有个别人引战,2,1,,,
有个别无关评论,3,1,,,
有个别引起争议的评论,2,1,,,
有个别引战,2,1,,,
有个开黄腔的,2,1,,,
有个蓝字，动物园视频说现实，属于ky怪了,2,1,,,
有个楼层已经吵起来了，所以给差,2,1,,,
有个评论有引战嫌疑,2,1,,,
有个辱骂评论,2,1,,,
有攻击up主腿粗的嫌疑，不属于友善范围。跳舞视频主要是展示舞蹈，对身材肆意评判不是很合适,2,1,,,
有广告,2,1,,,
有广告，其他的还行,2,1,,,
有过于主观的成分,2,1,,,
有几条刷人名的弹幕，属于违规弹幕,2,1,,,
有两人，无关,2,1,,,
有两条弹幕影响观看体验,2,1,,,
有两条评论引战,2,1,,,
有两条引战评论,2,1,,,
